name
Quý Tộc Nhà Nông
name
Initial D
name
Trung Hoa Nhất Phiên (Bản đẹp)
name
TONO KANRI O SHITE MIYOU
name
Dan Doh! Xi
name
Shura No Mon Dai Ni Mon (Truyền Nhân Atula)
name
Chuyện tình Wi-fi
name
Bữa ăn ấm lòng với người mẹ Fennir
name
KHÚC ANH HÙNG CA HIỂU LẦM VỀ LÃNH CHÚA GIÁP ĐÁY
name
Blue Lock
name
Kamen Rider Spirits
name
Tonikaku Kawaii
name
Raising Hell: Khúc ca nổi loạn
name
Munou no Hito - Người Vô Năng
name
UCHIDA-SAN CHẮC CHẮN KHÔNG PHẢI LÀ MỘT GYARU!!!
name
Gyakusatsu Happiendo
name
177013 dị giới
name
Tuyển tập truyện ngắn của Hagio Moto
name
Roku De Nashi Majutsu Koushi To Kinki Kyouten
name
Ramia - Yana
name
Hatoko-san wa Tokidoki Mahou Shoujo
name
Drawing: Saikyou Mangaka Wa Oekaki Skill De Isekai Musou Suru!
name
Ô Long Viện Linh Vật Sống (Truyện dài)
name
"Gill: ""Không ai có thể đánh bại ta khi ta dùng rìu!"""
name
Hồi chuông dũng khí
name
"Shangri-La Frontier ~Kusoge Hunter, Kamige ni Idoman to su~"
name
""
name
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Juukimama na Hanayome Seikatsu o Mankitsu Suru"
name
Shingeki No Eroko-san
name
Kingdom - Vương Giả Thiên Hạ
name
Cooking Papa
name
Usogui
name
Án Mạng Liên Hoàn: Huyết Nhãn
name
Lục Nhân Thập Tự Giá
name
Kunoichi Tsubaki No Mune No Uchi
name
Cuộc Hôn Nhân Này Dù Sao Cũng Sẽ Tan Vỡ Mà Thôi
name
"Ngự Trị Ta, Vị Chúa Tàn Bạo - Zankoku na Kami Ga Shihaisuru"
name
Overlord
name
Yondome Wa Iyana Shi Zokusei Majutsushi
name
Tearmoon Empire Story
name
Nhà Duy Linh
name
Mahou Tsukai no Yome
name
Akane-banashi
name
"Isekai koushoku Musou Roku 〜 Isekai Tensei no Chie to Chikara o, Tada Hitasura ✕✕✕✕ Suru Tame ni Tsukau 〜"
name
Menhera to Kyuuketsuki no Kodomo
name
Thụ thai level up!
name
"Katainaka no Ossan, Kensei ni Naru ~Tada no Inaka no Kenjutsu Shihan datta no ni, Taiseishita Deshi-tachi ga Ore wo Hottekurenai Ken~"
name
"I'm standing on 1,000,000 lives"
name
"SIÊU MA TÚY: ""ULTRA HEAVEN"""
name
Ryuuroden
name
Hoàng Tử Chuyển Sinh Trở Thành Người Mạnh Nhất Thế Giới Nhờ Vào Sự Hiểu Biết Về Bug
name
Shiriaru kira rando- Miền đất tội lỗi
name
Chie - Cô bé hạt tiêu
name
KAMITACHI NI HIROWARETA OTOKO
name
VUA QUÁI VẬT VÀ NÀNG CÔNG CHÚA HIẾN TẾ
name
Saeki-san wa Nemutteru!
name
100 ngày đếm ngược tới hôn lễ
name
Cứu Thế Du Hý
name
Make the Exorcist fall in Love
name
The Blonde Yankee and the Punishment Game
name
Tao Muốn Trở Thành Chúa Tể Bóng Tối!!
name
Isekai Tensei Soudouki
name
Grand Blue
name
CHIẾN BINH CÁCH MẠNG: NGƯỜI CHÓ CÒN TRINH
name
Majo Taisen - The War of Greedy Witches
name
SATANOPHANY
name
Kaisha to Shiseikatsu -On to Off-
name
TangNos - Ông thầy bất trị
name
Chúng ta sống chung với nhau đi?
name
Thánh Kinh Truyện
name
"Guild no Uketsukejou Desu ga, Zangyou wa Iya Nanode Boss wo Solo Toubatsu Shiyou to Omoimasu"
name
Konjiki no Moji Tsukai (Word Master)
name
"Fuufu Ijou, Koibito Miman"
name
Daraku Kazokuron
name
Tokyo Neon Scandal
name
Kiichi!! VS
name
Gia Tộc Điệp Viên Yozakura
name
Mai-HiME
name
Marginal
name
Toradora!
